business_id,date,violation_type_id,risk_category,description
3910,2016-06-21,103131,Moderate Risk,Moderate risk vermin infestation
3910,2016-06-21,103120,Moderate Risk,Moderate risk food holding temperature
3911,2014-08-11,103154,Low Risk,Unclean or degraded floors walls or ceilings
3911,2014-08-11,103142,Low Risk,Unclean nonfood contact surfaces
3911,2015-03-03,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3911,2015-03-03,103151,Low Risk,Inadequate or unsanitary refuse containers or area or no garbage service
3911,2016-01-04,103142,Low Risk,Unclean nonfood contact surfaces
3911,2016-01-04,103154,Low Risk,Unclean or degraded floors walls or ceilings
3911,2016-01-04,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3911,2014-01-30,103150,Low Risk,Improper or defective plumbing
3911,2016-06-09,103142,Low Risk,Unclean nonfood contact surfaces
3911,2016-06-09,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3911,2016-06-09,103150,Low Risk,Improper or defective plumbing
3911,2016-06-09,103154,Low Risk,Unclean or degraded floors walls or ceilings
3911,2016-06-09,103145,Low Risk,Improper storage of equipment utensils or linens
3920,2014-11-07,103145,Low Risk,Improper storage of equipment utensils or linens
3920,2014-11-07,103147,Low Risk,Inadequate ventilation or lighting
3920,2014-11-07,103156,Low Risk,Permit license or inspection report not posted
3920,2013-10-15,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3920,2013-10-15,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3920,2013-10-15,103156,Low Risk,Permit license or inspection report not posted
3920,2014-04-02,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3920,2014-04-02,103150,Low Risk,Improper or defective plumbing
3920,2016-05-16,103131,Moderate Risk,Moderate risk vermin infestation
3920,2016-05-16,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3920,2016-05-16,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3920,2016-05-16,103154,Low Risk,Unclean or degraded floors walls or ceilings
3926,2016-03-04,103139,Low Risk,Improper food storage
3926,2016-03-04,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3926,2016-03-04,103154,Low Risk,Unclean or degraded floors walls or ceilings
3926,2016-03-04,103145,Low Risk,Improper storage of equipment utensils or linens
3926,2014-03-12,103156,Low Risk,Permit license or inspection report not posted
3926,2014-03-12,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3926,2014-03-12,103139,Low Risk,Improper food storage
3929,2014-09-03,103131,Moderate Risk,Moderate risk vermin infestation
3929,2014-09-03,103105,High Risk,Improper cooling methods
3929,2016-06-08,103154,Low Risk,Unclean or degraded floors walls or ceilings
3929,2016-06-08,103145,Low Risk,Improper storage of equipment utensils or linens
3935,2015-03-13,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3935,2015-03-13,103142,Low Risk,Unclean nonfood contact surfaces
3935,2014-01-09,103161,Low Risk,Low risk vermin infestation
3935,2014-01-09,103147,Low Risk,Inadequate ventilation or lighting
3935,2014-01-09,103154,Low Risk,Unclean or degraded floors walls or ceilings
3936,2014-10-17,103154,Low Risk,Unclean or degraded floors walls or ceilings
3936,2014-10-17,103131,Moderate Risk,Moderate risk vermin infestation
3936,2016-04-05,103120,Moderate Risk,Moderate risk food holding temperature
3936,2016-04-05,103154,Low Risk,Unclean or degraded floors walls or ceilings
3936,2013-12-06,103154,Low Risk,Unclean or degraded floors walls or ceilings
3936,2013-12-06,103145,Low Risk,Improper storage of equipment utensils or linens
3936,2013-12-06,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3936,2013-12-06,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3936,2014-04-29,103120,Moderate Risk,Moderate risk food holding temperature
3936,2014-04-29,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3936,2014-04-29,103142,Low Risk,Unclean nonfood contact surfaces
3936,2014-04-29,103154,Low Risk,Unclean or degraded floors walls or ceilings
3942,2014-09-23,103133,Moderate Risk,Foods not protected from contamination
3942,2014-09-23,103120,Moderate Risk,Moderate risk food holding temperature
3942,2015-10-26,103130,Moderate Risk,Inadequate sewage or wastewater disposal
3942,2015-10-26,103129,Moderate Risk,Insufficient hot water or running water
3942,2015-10-26,103120,Moderate Risk,Moderate risk food holding temperature
3942,2014-01-27,103123,Moderate Risk,Food in poor condition
3942,2014-01-27,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3948,2014-08-13,103154,Low Risk,Unclean or degraded floors walls or ceilings
3948,2014-08-13,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3948,2014-08-13,103142,Low Risk,Unclean nonfood contact surfaces
3948,2014-08-13,103103,High Risk,High risk food holding temperature
3948,2014-08-13,103109,High Risk,Unclean or unsanitary food contact surfaces
3948,2014-08-13,103156,Low Risk,Permit license or inspection report not posted
3948,2014-09-22,103114,High Risk,High risk vermin infestation
3948,2016-03-28,103154,Low Risk,Unclean or degraded floors walls or ceilings
3948,2016-03-28,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3948,2016-03-28,103133,Moderate Risk,Foods not protected from contamination
3948,2016-03-28,103145,Low Risk,Improper storage of equipment utensils or linens
3948,2014-01-27,103161,Low Risk,Low risk vermin infestation
3948,2014-01-27,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3948,2014-01-27,103142,Low Risk,Unclean nonfood contact surfaces
3948,2014-01-27,103105,High Risk,Improper cooling methods
3948,2014-01-27,103120,Moderate Risk,Moderate risk food holding temperature
3951,2014-06-23,103120,Moderate Risk,Moderate risk food holding temperature
3951,2014-06-23,103102,High Risk,Unclean hands or improper use of gloves
3951,2014-06-23,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3951,2014-06-23,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3951,2014-06-23,103142,Low Risk,Unclean nonfood contact surfaces
3951,2015-01-08,103154,Low Risk,Unclean or degraded floors walls or ceilings
3951,2015-01-08,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3951,2015-01-08,103142,Low Risk,Unclean nonfood contact surfaces
3951,2015-01-08,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3951,2015-01-08,103120,Moderate Risk,Moderate risk food holding temperature
3951,2016-01-20,103157,Low Risk,Food safety certificate or food handler card not available
3951,2016-01-20,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3951,2016-01-20,103133,Moderate Risk,Foods not protected from contamination
3951,2016-01-20,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3951,2016-01-20,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3951,2016-01-20,103154,Low Risk,Unclean or degraded floors walls or ceilings
3951,2014-02-13,103132,Moderate Risk,Improper thawing methods
3951,2014-02-13,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3951,2014-02-13,103139,Low Risk,Improper food storage
3951,2014-02-13,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3953,2016-08-16,103133,Moderate Risk,Foods not protected from contamination
3953,2016-08-16,103125,Moderate Risk,Noncompliance with shell fish tags or display
3953,2016-08-16,103109,High Risk,Unclean or unsanitary food contact surfaces
3953,2016-08-16,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3953,2016-08-16,103131,Moderate Risk,Moderate risk vermin infestation
3953,2014-07-08,103157,Low Risk,Food safety certificate or food handler card not available
3953,2014-07-08,103156,Low Risk,Permit license or inspection report not posted
3953,2014-07-08,103154,Low Risk,Unclean or degraded floors walls or ceilings
3953,2014-07-08,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3953,2014-07-08,103103,High Risk,High risk food holding temperature
3953,2015-04-01,103133,Moderate Risk,Foods not protected from contamination
3953,2015-04-01,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3953,2015-04-01,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3953,2015-04-01,103139,Low Risk,Improper food storage
3953,2015-04-01,103114,High Risk,High risk vermin infestation
3953,2014-02-13,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3953,2014-02-13,103142,Low Risk,Unclean nonfood contact surfaces
3953,2014-02-13,103103,High Risk,High risk food holding temperature
3953,2014-02-13,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3953,2014-02-13,103150,Low Risk,Improper or defective plumbing
3953,2014-02-13,103143,Low Risk,Inadequate warewashing facilities or equipment
3953,2014-02-13,103154,Low Risk,Unclean or degraded floors walls or ceilings
3953,2014-02-13,103156,Low Risk,Permit license or inspection report not posted
3955,2016-09-16,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3955,2016-09-16,103133,Moderate Risk,Foods not protected from contamination
3955,2016-09-16,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3955,2016-09-16,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3955,2014-04-07,103156,Low Risk,Permit license or inspection report not posted
3955,2014-04-07,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3955,2014-04-07,103145,Low Risk,Improper storage of equipment utensils or linens
3955,2014-04-07,103154,Low Risk,Unclean or degraded floors walls or ceilings
3962,2014-04-29,103120,Moderate Risk,Moderate risk food holding temperature
3962,2014-04-29,103154,Low Risk,Unclean or degraded floors walls or ceilings
3963,2014-04-23,103139,Low Risk,Improper food storage
3963,2014-04-23,103148,Low Risk,No thermometers or uncalibrated thermometers
3963,2014-04-23,103154,Low Risk,Unclean or degraded floors walls or ceilings
3963,2014-04-23,103103,High Risk,High risk food holding temperature
3963,2014-04-23,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3963,2014-04-23,103104,High Risk,Unauthorized or unsafe use of time as a public health control measure
3963,2014-04-23,103133,Moderate Risk,Foods not protected from contamination
3963,2014-04-23,103145,Low Risk,Improper storage of equipment utensils or linens
3972,2014-11-14,103143,Low Risk,Inadequate warewashing facilities or equipment
3982,2016-08-24,103133,Moderate Risk,Foods not protected from contamination
3982,2016-08-24,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3982,2014-12-15,103154,Low Risk,Unclean or degraded floors walls or ceilings
3982,2014-12-15,103142,Low Risk,Unclean nonfood contact surfaces
3982,2014-12-15,103133,Moderate Risk,Foods not protected from contamination
3982,2014-03-18,103142,Low Risk,Unclean nonfood contact surfaces
3982,2014-03-18,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3982,2014-03-18,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3982,2014-03-18,103154,Low Risk,Unclean or degraded floors walls or ceilings
4025,2015-11-03,103144,Low Risk,Unapproved or unmaintained equipment or utensils
4025,2015-11-03,103143,Low Risk,Inadequate warewashing facilities or equipment
4025,2015-11-03,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
4025,2015-11-03,103131,Moderate Risk,Moderate risk vermin infestation
4025,2015-11-03,103110,High Risk,Unapproved food source
4025,2013-10-28,103145,Low Risk,Improper storage of equipment utensils or linens
4025,2013-10-28,103154,Low Risk,Unclean or degraded floors walls or ceilings
4025,2013-10-28,103114,High Risk,High risk vermin infestation
4025,2013-10-28,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
4025,2013-10-28,103138,Low Risk,Improper storage use or identification of toxic substances
4037,2015-07-07,103144,Low Risk,Unapproved or unmaintained equipment or utensils
4037,2015-07-07,103142,Low Risk,Unclean nonfood contact surfaces
4037,2015-07-07,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
4037,2015-07-07,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
4037,2015-07-07,103139,Low Risk,Improper food storage
4037,2014-04-10,103154,Low Risk,Unclean or degraded floors walls or ceilings
4037,2014-04-10,103109,High Risk,Unclean or unsanitary food contact surfaces
4056,2014-01-27,103142,Low Risk,Unclean nonfood contact surfaces
4057,2016-07-29,103103,High Risk,High risk food holding temperature
4057,2016-07-29,103144,Low Risk,Unapproved or unmaintained equipment or utensils
4057,2014-06-30,103134,Moderate Risk,Other moderate risk violation
4057,2014-06-30,103109,High Risk,Unclean or unsanitary food contact surfaces
4068,2014-09-15,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
4068,2016-05-20,103129,Moderate Risk,Insufficient hot water or running water
4071,2014-10-21,103131,Moderate Risk,Moderate risk vermin infestation
4071,2014-10-21,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
4071,2014-10-21,103144,Low Risk,Unapproved or unmaintained equipment or utensils
4071,2014-10-21,103154,Low Risk,Unclean or degraded floors walls or ceilings
4071,2014-10-21,103150,Low Risk,Improper or defective plumbing
4071,2014-10-21,103142,Low Risk,Unclean nonfood contact surfaces
4071,2014-10-21,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
