business,address,business_certificate,business_id,city,latitude,longitude,owner_address,owner_city,owner_name,owner_state,owner_zip,phone_number,postal_code,tax_code
La Promenade Cafe,3643 Balboa St,478192,75678,SF,null,null,1509 9th St. #B,Alameda,Eanly Thong and Vichetr Thong,CA,94501,14155226063,94121,H26
33rd Ave Liquor,6928 Geary Blvd,471799,75802,SF.,null,null,73 Muirwood Drive,Daly City,"33rd Ave Liquor, Inc.",CA,94014,14155826863,94121,H03
Fog Baby Cafe,3516 Balboa St,482578,75853,SF.,null,null,2550 Sloat Blv #6,S.F.,"Fernando Fonseca, Shireen Knopoff",CA,94116,14155751050,94121,H24
Icy-Yama,6909 Geary Blvd,483970,76508,SF,null,null,643 7th Ave.,SF.,Tak Yee Mak,CA,94118,14155660189,94121,H24
Geary Grocery Outlet,6333 Geary Blvd,482050,76684,null,null,null,6410 Geary Blvd.,San Francisco,"Dawson Management, Inc",CA,94121,14155875576,94121,H05
Kawika's Ocean Beach Deli and Catering LLC,734 La Playa St,484016,76698,SF,null,null,715 47th Ave.,SF,"Kawika's Ocean Beach Deli and Catering, LLC",CA,94121,14155222031,94121,H24
TJ Cafe,724 La Playa St,435653,77169,San Francisco,null,null,155 Girard St,San Francisco,Yung Tin,CA,94134,14155861125,94121,H24
Sapoten,3420 Balboa St,486984,77825,SF.,null,null,173 Peoria St.,Daly City,Superon LLC,CA,94014,14155818349,94121,H24
Blue Fin Sushi & Lounge,1814 Clement St,485618,77850,SF,null,null,1814 Clement St.,SF,Blue Fin Sushi Inc.,CA,94121,null,94121,H26
Hot Pot Island,5512 Geary Blvd,487878,78332,null,null,null,46997 Warm Spring Blvd.,Fremont,Han Hu,CA,94539,null,94121,H25
Sharetea,5336 Geary Blvd,487464,78706,null,null,null,5336 Geary Blvd.,SF,Sharetea USA LLC,CA,94121,null,94121,H24
Oyaji Restaurant,3123 Clement St,489940,79053,null,null,null,3123 Clement St.,SF,Naminoru Corporation,CA,94121,14155756174,94121,H25
Marla Bakery,3619 Balboa St,478057,79406,null,null,null,710 42nd Ave,SF,Brown Wolf Holding Company LLC,CA,94121,14155822253,94121,H25
Spicy Legend,2109 clement St,490665,79633,San Francisco,null,null,2109 Clement Street,San Francisco,Legend Group Inc.,CA,94121,null,94121,H25
Mainland Market Co.,5601 Geary Blvd,1002983,80767,SF,null,null,524 Bret Harte Rd,San Rafael,Mainland Market Co.,CA,94901,14155257919,94121,H07
Dragon Beaux,5700 Geary Blvd,1004936,81116,null,null,null,5700 Geary Blvd.,SF,Dragon Beaux LLC,CA,94121,null,94121,H26
17th & Balboa Market,1601 Balboa St,1007382,81537,SF,null,null,30 Ina CT.,San Francisco,Amie Tan,CA,94112,14155358371,94121,H03
Oat,1924 Cabrillo St 2,1007438,81675,null,null,null,1924 Cabrillo St. #2,SF,Naomi Hui,CA,94121,null,94121,H98
The Flame LLC,1801 Clement St,1007581,81682,null,null,null,1801 Clement St.,San Francisco,The Flame LLC,CA,94121,14159271889,94121,H25
SF - MLT,1820 Clement St,1007632,81716,SF,null,null,797 6th Ave.,SF,PLW LLC,CA,94066,null,94121,H24
Kufu-Ya Japanese Restaurant Inc.,7001 Geary Blvd,490031,81862,SF,null,null,503 34th Ave.,SF,Kufu-Ya Japanese Restaurant Inc.,CA,94121,14155534526,94121,H25
Luna Rossa,2221 Clement St,1008092,81882,null,null,null,2221 Clement St.,SF,"AJR Foods, LLC",CA,94121,null,94121,H25
Luver Butter,528 28th Ave 3,1007959,81952,SF,null,null,525 28th Avenue Apt 3,null,Lorenn Kassel,CA,94121,14155392180,94121,H98
JOLI COOKIE,350 29th Ave,1013142,82612,null,null,null,350 29th Ave.,SF,Marie-Aude Tricot,CA,94121,null,94121,H99
Pizza Joint,3088 Balboa St,1011668,82664,SF,null,null,3088 Balboa St.,SF,Jihao N Dabit,CA,94121,14155384992,94121,H24
Kio Ramen,3528 Balboa St,1009209,83476,SF,null,null,173 Warwick St.,Daly City,April Calf Restaurant,CA,94015,14155535056,94121,H24
Orson's Belly,1737 Balboa St,1004960,83587,null,null,null,1246 Bush St apt 18,San Francisco,Cem Salur,CA,94109,14155255588,94121,H24
Lung Fung Bakery,1823 Clement St,1014068,83799,null,null,null,731 Delta St,SF,Kwok Hei,CA,94134,null,94121,H88
Royal Ground Coffee,2342 Clement St,1015395,84256,SF,null,null,365 24th St.,SF,Qi Yun Cai,CA,94121,null,94121,H24
Super Pan,5344 Geary Blvd,1016398,84615,SF,null,null,5344 Geary Blvd.,SF,Perfect Café Inc.,CA,94121,null,94121,H25
Fiorella,2339 Clement St,1017261,84911,null,null,null,2339 Clement St.,SF,Project Pizza LLC,CA,94121,null,94121,H25
AFC Sushi@Safeway#0785,850 La Playa St,467295,85541,SF,null,null,19205 S. Laurel Park Rd.,Rancho Dominguez,Advanced Fresh Concepts Franchise Corp,CA,90220,14150603200,94121,H28
McKenzie's,5320 Geary Blvd,1022739,85604,null,null,null,1863 Eddy St,San Francisco,Norman Louie,CA,94115,null,94121,H86
Butter Love Bakeshop,3717 Balboa St,453950,85706,SF,null,null,3932 Fulton St.,SF,Esa Yonn-Brown,CA,94118,14155603988,94121,H24
New World Market,5641 Geary Blvd,1021340,85835,SF,null,null,2423 27th Ave.,San Francisco,Good Food Brothers Inc,CA,94116,14155758810,94121,H28
India Clay Oven Restaurant and Bar,2436 Clement St,1021394,85955,null,null,null,2442 Clement st.,San Francisco,Courtyard SF Corporation,CA,94121,14155750505,94121,H26
Hot Duck,1900 Clement St,1017237,85972,null,null,null,772 Rowland Blvd,Novato,G & K Restaurant LLC,CA,94947,14155632880,94121,H24
Hawker Eats,1650 Balboa St,1005133,86305,SF,null,null,70 E. Cavour St.,Daly City,Kevin Chen,CA,94014,14155226288,94121,H24
Bill's Place,2315 Clement St,1022990,86359,null,null,null,1618 Roberta Dr,San Mateo,Silverleaf Inc,CA,94403,null,94121,H25
J & O School Lunch,3801 Balboa St,401634,86774,SF,null,null,1382 44th Ave.,SF,Orin Jung,CA,94122,14155263257,94121,H74
Cigarettes Cheaper,5300 Geary Blvd,1032286,87805,null,null,null,6341 Ridgemont Drive,Oakland,"Logari, Inc.",CA,94619,null,94121,H03
Sichuan Table Inc,4401 Balboa St,1035294,87815,SF,null,null,3319 Anza St.,SF,Sichuan Table Inc,CA,94121,14155669928,94121,H26
California Pacific Medical Ctr - Hospital Kitchen,2333 Buchanan St Level A,8450,65271,S.F.,37.7914,-122.431,"633 Folsom Street, 7th Floor",San Francisco,"Sutter West Bay Hospitals / Grant Davies, FACHE",CA,94107,null,94120,H40
Orbit Room,1900 Market St,1020077,85459,SF,null,null,422 Tehama Street,SF,Working Man's LLC,CA,94131,14155375584,94602,H24
Just Wonton,1241 Vicente St,156925,239,SF,37.7391,-122.48,1241 Vicente St,SF,"Yeung, Maria",CA,94116,null,94116,H24
BURRITO EXPRESS,1601 TARAVAL St,127688,588,SF,37.7427,-122.483,1601 Taraval St.,SF,"Lopez, Hermila",CA,94116,null,94116,H24
VANIDA THAI KITCHEN,3050 TARAVAL St,344571,984,SAN FRANCISCO,37.7421,-122.499,3050 TARAVAL St,S.F.,PAPARTASSEE CORPORATION,CA,94116,null,94116,H24
The Sunset's Best Seafood Restaurant,3060 TARAVAL St,390196,985,SAN FRANCISCO,37.742,-122.499,3060 Taraval Street,SF,Yun Tian Wu,CA,94116,null,94116,H25
TARAVAL OKAZU YA,1735 Taraval St,363055,1921,SF,37.7426,-122.485,1735 TARAVAL ST,SF,"CHEN, FU-HUA",CA,94116,null,94116,H25
Han Bat Korean Restaurant,2001 TARAVAL St,956945,1952,SF,37.7425,-122.488,2001 TARAVAL,SF,"LEE, DONG JOO",CA,94116,null,94116,H25
GOLD MIRROR ITALIAN RESTAURANT,800 TARAVAL,49367,2293,SAN FRANCISCO,37.7431,-122.475,800 TARAVAL ST.,SAN FRANCISCO,DIGRANDE ENTERPRISES INC.,CA,94116,null,94116,H25
EAGLE PIZZA,1712 TARAVAL St,925922,2829,SF,37.7427,-122.485,1712  TARAVAL St,S.F.,"HOLMAN, KENNETH",CA,94116,null,94116,H25
TENNESSEE GRILL INC,1128 TARAVAL St,370770,3029,SF,37.743,-122.478,1128 TARAVAL ST.,SAN FRANCISCO,TENNESSEE GRILL INC.,CA,94116,null,94116,H26
MING'S DINER,2129 Taraval St,947263,3167,SF,37.7424,-122.489,2129 TARAVAL ST,SF,"WU, ZHIMING",CA,94116,null,94116,H26
PIRRO'S PIZZERIA,2244 TARAVAL St,330249,3185,SF,37.7424,-122.49,2244  TARAVAL St,SF,"PUSAWONG, CORINNE",CA,94116,null,94116,H26
United Irish Cultural Center,2700 45th Ave,445424,3196,SF,37.7359,-122.503,2700 45th Ave.,SF,United Irish Cultural Center,CA,94116,null,94116,H26
DRAGON LOUNGE,1355 TARAVAL St,77284,4221,SF,37.7428,-122.481,1355 TARAVAL St,SF,"WONG, JIM MING DOC-FAI",CA,94116,null,94116,H86
GENE'S LIQUOR,2201 TARAVAL St,312268,4544,SF,37.7424,-122.49,2201 TARAVAL,SF,"MINASSIAN, MARTA",CA,94116,null,94116,H28
Guerra Quality Meats,490 Taraval,132532,4627,SF,37.7433,-122.471,490 TARAVAL ST.,SAN FRANCISCO,GUERRA QUALITY MEATS INC.,CA,94116,null,94116,H28
7-ELEVEN #20473,2222 TARAVAL St,161879,4665,SF,37.7424,-122.49,2222  TARAVAL St,S.F.,"FONG, TERRY",CA,94116,null,94116,H28
SUNSET SUPER,2801 Vicente St,334525,4670,SF,37.7383,-122.497,2801  VICENTE St,SF,"SUNSET II SUPERMARKET, LLC",CA,94116,null,94116,H08
MARCO POLO ITALIAN ICE CREAM,1447 TARAVAL St,136995,4671,SF,37.7427,-122.482,1447 Taraval St.,SF,"Chow, Bing",CA,94116,null,94116,H28
GEORGE'S ZOO,2560 SLOAT Blvd,319446,4842,SAN FRANCISCO,37.7355,-122.502,2560 SLOAT BLVD,SAN FRANCISCO,PHILIP DUDUM,CA,94116,null,94116,H28
SAFEWAY #909,730 TARAVAL,24669,4844,SF,37.7432,-122.474,730 TARAVAL ST,SF,"SAFEWAY STORES, INC.",CA,94116,null,94116,H81
NORTH BEACH PIZZA,3054 TARAVAL St,935704,4846,SF,37.742,-122.499,3054 TARAVAL ST,SF,SOFAR PIZZA INC.,CA,94116,null,94116,H28
FRENCH BAKERY,1101 TARAVAL St,376245,4944,SAN FRANCISCO,37.7429,-122.478,1101 Taraval Street,SF,"French Bakery, Inc.",CA,94116,null,94116,H24
SENIORE'S PIZZA,2415 19th Ave,359876,4986,SF,37.7427,-122.476,2415 19th Avenue,S.F.,Naif Jaber & Maroan Jaber,CA,94116,null,94116,H24
St. Ignatius,2001 37th Ave,770186,5966,SF,37.7496,-122.496,2001 37TH AVE.,SF,St. Ignatius Corporation,CA,94116,null,94116,H91
GLASS & BOTTLE LIQUORS,3150 VICENTE St,320030,6626,SF,37.7383,-122.501,3150  VICENTE St,S.F.,"NIU, CHONG HENG",CA,94116,null,94116,H03
LIQUOR LOCKER,1223 TARAVAL St,366158,6750,SF,37.7428,-122.479,1223 TARAVAL,SF,"BILL FILLED, INC.",CA,94116,null,94116,H03
AMITY MARKET,3350 TARAVAL St,365090,6805,SF,37.7419,-122.502,3350 Taraval St.,SF,"Bang, Chan Soon",CA,94116,null,94116,H03
STOP & SAVE,755 TARAVAL St,359765,6816,SF,37.7431,-122.474,755 Taraval St.,SF,"Guan, Linda Ao & Peter Peng Fei Guan",CA,94116,null,94116,H03
Sushi Zen,1041 Taraval St,446061,20116,SF,37.7429,-122.477,1041 TARAVAL ST.,SAN FRANCISCO,SUSHI ZEN RESTAURANT INC.,CA,94116,null,94116,H24
Win's Restaurant,3040 Taraval St,417918,34184,SF,37.742,-122.499,2761 23rd Street,SF,Kai Kai Leung,CA,94110,null,94116,H25
Java Beach at the Zoo,2650 SLOAT Blvd,431332,38073,SAN FRANCISCO,37.7356,-122.503,1396 La Playa,SF,"Java Beach at the Zoo, Inc.",CA,94122,null,94116,H24
Sweet Passion Bakery,3020 TARAVAL St,385678,38485,SF,37.7421,-122.499,150 So. Lake Merced Hill,SF,Jenny Deng Pei,CA,94132,null,94116,H25
Woodhouse Fish Co.,1914 FILLMORE St,437009,59009,SF,37.7874,-122.433,1914 Fillmore St.,SF,Woodhouse Fillmore LLC,CA,94115,14155432722,94116,H26
Parkside Quickly,1050 TARAVAL St,438916,59407,SF,37.743,-122.478,2423 43rd Ave.,SF,"Parkside Quickly, Inc.",CA,94116,null,94116,H24
Ninki Sushi Bar & Restaurant,1439 TARAVAL St,441721,60518,SAN FRANCISCO,37.7427,-122.482,1439 Taraval St.,SF,Ninki Corporation,CA,94116,null,94116,H24
Parkside Tavern,1940 TARAVAL St,432853,60737,SF,37.7426,-122.487,1940 Taraval St.,SF,"Parkside Tavern, LLC",CA,94116,null,94116,H26
Old Mandarin Islamic Restaurant,3132 VICENTE St,442429,61135,SF,37.7382,-122.501,3132 Vicente St.,SF,Shuai Yang,CA,94116,null,94116,H24
Brothers Pizza,3627 TARAVAL St,442358,61598,SAN FRANCISCO,37.7417,-122.505,3627 Taraval St.,SF,"Brothers Pizza Sunset, Inc.",CA,94116,null,94116,H24
G Cube Cafe,1626 Taraval St,440656,62748,SF,37.7427,-122.484,1626 Taraval,SF,G Cube Café Corp.,CA,94116,null,94116,H25
Parkside Shell,2399 19th Ave,448235,62770,S.F.,37.7431,-122.476,41805 Albrae St.,Fremont,"Au Energy, LLC",CA,94538,null,94116,H01
Eight Immortals,1433 Taraval St,454233,64549,SF,37.7428,-122.482,2377 20th Ave,SF,"8 Immortals, Inc.",CA,94116,null,94116,H26
Taraval Pizza,1115 Taraval St,454502,64846,SF,37.7429,-122.478,205 Cerro Dr.,Daly City,Sameer Beru,CA,94015,null,94116,H24
One Boiling Pot,1155 Taraval St.,455145,65115,SF,37.7429,-122.479,20 Sargent St.,SF,Diane J. Cheung,CA,94132,null,94116,H24
RIVERSIDE SEAFOOD RESTAURANT,1201 VICENTE St,462782,67154,SF,37.7391,-122.48,1201 VICENTE ST.,SAN FRANCISCO,E & S SUNSET GROUP INC.,CA,94116,null,94116,H26
Tonight Restaurant,733 Taraval St,460602,67500,SF,37.7431,-122.474,385 Mtn Vw. Dr #1,Daly city,Tonight Inc.,CA,94014,null,94116,H25
Rolling-Out,1722 Taraval St,464410,67567,SF,37.7427,-122.485,545 39th Ave #7,SF,Rolling-Out,CA,94121,null,94116,H25
Walgreens #4570,3001 TARAVAL St,30032,68311,SF,37.742,-122.498,PO Box 901,Deerfield,Walgreen Co,IL,60015,null,94116,H03
Sam Troung's 76,1855 Taraval,465299,68342,Sf,37.7426,-122.486,1855 Taraval St.,San Francisco,Troung  And To LLC,CA,94116,14155816161,94116,H01
Backroom Dining,339 Taraval St,369021,69529,SF,null,null,3911 Judah St.,San Francisco,Yen D. Ha,CA,94122,14155473500,94116,H25
Over-the-Bay Cakes,2100 TARAVAL St,470012,69950,SAN FRANCISCO,37.7425,-122.489,166 Serra Lane,Daly,Margaret Overbay,CA,94015,14150894050,94116,H74
Linda's Deli,1026 TARAVAL St,460972,70929,SAN FRANCISCO,37.743,-122.477,288 Shipley Ave.,D.C,Linda Seocak & Sarkis Kaprielian,CA,94015,14155661446,94116,H07
House of Pancakes,937 TARAVAL,444056,71008,SF,null,null,2446 46th Ave,San Francisco,Yi Fu Zhong,CA,94116,14155240183,94116,H24
Antigua Coffee Shop,1131 Taraval St,475496,71362,SF,37.7429,-122.479,620 Commercial Ave.,South San Francisco,Evelyn A. Soza & Victor Caicero Rosas,CA,94080,14150833466,94116,H24
Chou Chou Bakery Bistro,400 Dewey Blvd,476013,71476,SF,37.7472,-122.459,4639 Shetland Way,Antioch,Sarah National Enterprises,CA,94531,14155240960,94116,H25
Smile House Cafe,1030 Taraval St,476901,71980,null,null,null,20 Sargent St.,San Francisco,Winnie Cheung,CA,94132,14155295057,94116,H26
Four Deuces,2319 Taraval St,477625,72125,San Francisco,null,null,2555 27th Ave.,San Francisco,"Tdmull Properties, Inc",CA,94116,14155513748,94116,H86
Sea Bee Liquors,3000 Taraval St,478098,74174,SF,null,null,3000 Taraval St.,SF.,Seabee Liquors,CA,94116,14155732373,94116,H03
The Riptide,3639 Taraval St,469687,74279,San Francisco,null,null,3341 20th St.,San Francisco,"Riptide, LLC",CA,94110,14155248360,94116,H86
Sushi Shoh,406 Dewey Blvd,480348,74521,San Francisco,null,null,2171 45th Avenue,San Francisco,"Upperland, Incorporated",CA,94116-1502,14155680128,94116,H24
G & Z Lucky Store LLC,949 Taraval St,481087,75328,San Francisco,null,null,474 Lisbon St.,SF.,G & Z Lucky Store LLC,CA,94112,14155269749,94116,H03
Lincoln Market,2101 21st Ave,482324,75778,SF.,null,null,2105 21st Ave.,San Francisco,Fadi Rahib,CA,94116,14155562422,94116,H07
Hale,2837 Wawona St,472221,75992,SF.,null,null,2837 Wawona Street,San Francisco,Denyse Hale,CA,94116,14155708286,94116,H98
Zhong Shan Restaurant,2237 Taraval St,480365,76035,San Francisco,null,null,86 Farallones St.,SF.,Sophia S Lau,CA,94112,14155598938,94116,H26
Dumpling Kitchen,1935 Taraval St,482336,76942,SF,null,null,1935 Traval St.,SF,Dumpling Kitchen SFCAYU LLC,CA,94116,14155688938,94116,H25
S & E Cafe,2406 19th Ave,374219,76950,SF,null,null,"945 Taravel St, #219",San Francisco,Li Choi and Fong Inc,CA,94116,null,94116,H25
Parkside Farmers Market Inc,555 Taraval St,377691,77045,SF,null,null,2533 18th Ave.,SF,Parkside Farmers Market Inc,CA,94116,14155685563,94116,H07
S.F. Honey & Pollen Co.,2338 Funston Ave,367644,77216,SF,null,null,2338 Funston Ave.,SF,John McDonald,CA,94116,14155694444,94116,H99
Made In China Restaurant,1033 Taraval St,486988,77666,SF,null,null,1033 Taraval St.,SF,Made In China Restaurant,CA,94116,14155758205,94116,H26
Grubbin',1404 Taraval St,486573,77781,SF.,null,null,1667 21st Ave.,SF.,Emily Truong,CA,94122,14155216029,94116,H24
AFC Sushi @ Safeway#909,730 Taraval St,467295,79218,San Francisco,null,null,19205 South Laurel Park Road,Rancho Dominguez,Advanced Fresh Concepts Franchise Corp.,CA,90220,null,94116,H28
Lou's Cafe,1508 Taraval St,1007211,79564,SF,null,null,506 Sea Spray Court,Pacifica,Jakobe Inc.,CA,94044,14150584284,94116,H25
Kingdom of Dumpling,1713 Taraval St,1003352,80316,SF,null,null,1713 Taraval st,San Francisco,"Kingdom of Dumpling, LLC",CA,94116,14155566143,94116,H24
Classy Chili,1712 Taraval St,1001522,81271,SF,null,null,1300 Irving Street Apt21,SF,Alex Cheswick,CA,94122,14152211306,94116,H74
Bashfull Bull Too,3600 Taraval St,479467,81887,SF,null,null,3600 Taraval Street,SF,Bashful Bull Too Inc,CA,94116,14155758112,94116,H26
New Taraval Cafe,1054 Taraval St,1009045,82100,SF,null,null,667 8th Ave.,SF,Stanley Lui/Steve Joe Jr Ng,CA,94118,14155501232,94116,H25
Grandma's Saloon,1016 Taraval St,1003489,82738,SF,null,null,"1801 24th Avenue, Apt. #4",SF,Noreen Curtin,CA,94122,14155667892,94116,H86
Szechuan Taste Restaurant Inc,917 Taraval St,1011032,82869,SF,null,null,917 Taraval St.,SF,Szechuan Taste Restaurant Inc,CA,94116,14155688383,94116,H26
Mellow's Cafe,1400 Taraval St,1012982,83098,SF,null,null,968 Athens St.,SF,Terry Zhang,CA,94112,14155289389,94116,H24
The Spot Lounge,2325 Taraval St,1013035,83696,null,null,null,1205 El Camino Rd #321,Millbrae,Fresh Produce Market LLC,CA,94030,14155564464,94116,H25
TFM Cafe,1353 Taraval St,1015089,84103,SF,null,null,1019 Imperial Place,Hayward,NF Company LLC,CA,94541,14150886154,94116,H24
Victor's Bakery,719 Taraval St,1018433,84106,SF,null,null,1855 33rd Ave.,SF,Dong Hanbiao/Dong Huanchi,CA,94122,null,94116,H88
My Pot,408 Dewey Blvd,1016852,84445,SF,null,null,408 Dewey Blvd,SF,Tse's LLC,CA,94116,14155666888,94116,H25
T-28 Bakery & Café,1753 Taraval St,1018552,85095,null,null,null,1753 Taraval St.,SF,Yanhua Huang & Sophi Wen Zhou,CA,94116,14155688200,94116,H25
Happy Family Gourmet Inc,1042 Taraval St,1007707,85295,SF,null,null,1042 Taraval St.,SF,Happy Family Gourmet Inc,CA,94116,14155998122,94116,H24
Hong's Szechuan Restaurant,3044 Taraval St,334938,85451,SF,null,null,3100 Taraval St. #4,SF,I Chun Chou,CA,94116,14155665648,94116,H24
Mr. Bread,1018 Taraval St,1020575,86189,SF,null,null,2336 19th Ave.,SF,Sam Un Sang,CA,94116,14155686814,94116,H24
Flyers#233,2301 19th Ave,371738,86250,SF,null,null,2360 Lindbergh Street,Auburn,Flyers Energy CO LLC,CA,95602,14155739540,94116,H03
Kindom of Dumpling Homemade,2048 Taraval St,1022450,86629,SF,null,null,2048 Taraval Street,SF,Asian American Food Inc.,CA,94116,14155666617,94116,H07
Lollipot,890 Taraval St,1027412,86718,SF,null,null,405 Serrano Dr. 12C,SF,XPLT Corporation,CA,94132,14155818962,94116,H25
J & J VENDING,VARIOUS LOACATIONS (17),778598,5755,HAYWARD,null,null,33460 Western Avenue,Union City,"SKIDMORE, JOEL C",CA,94587,14150670910,94545,H61
RHODA GOLDMAN PLAZA,2180 POST St,417778,54,S.F.,37.7846,-122.438,2180 POST St,S.F.,RHODA GOLDMAN PLAZA,CA,94115,14155345060,94115,H24
DINO'S UNCLE VITO,2101 Fillmore St,186790,73,San Francisco,37.7889,-122.434,2101 FILLMORE ST,SAN FRANCISCO,STAVRAKIKIS DINO,CA,94115,null,94115,H24
AFC SUSHI @ MOLLIE STONE'S 2,2435 CALIFORNIA St,467295,141,S.F.,37.7888,-122.435,2435 CALIFORNIA St,S.F.,ADVANCED FRESH CONCEPTS CORP.,CA,94115,null,94115,H24
ON THE BRIDGE,1581 Webster St #206,914169,272,SF,37.7852,-122.431,1581 WEBSTER ST #206,SF,MITSUHIRO NAKAMURA & YOLANDA NAKAMURA,CA,94115,14155927765,94115,H24
Miyako,1470 Fillmore St,922086,328,San Francisco,37.783,-122.433,1470 Fillmore St,San Francisco,Thomas Bennett,CA,94115,null,94115,H24
CALIFORNIA TENNIS CLUB,2455 BUSH St,385885,625,SAN FRANCISCO,37.7865,-122.438,2455 BUSH,SAN FRANCISCO,CALIF TENNIS CLUB,CA,94115,null,94115,H24
EL BURRITO EXPRESS #2,1812 DIVISADERO St,127688,628,SAN FRANCISCO,37.7864,-122.44,1812 DIVISADERO ST,SAN FRANCISCO,WLR CORPORATION,CA,94115,14155774246,94115,H24
SUBWAY SANDWICHES & SALADS,1500 FILLMORE St,348163,631,SAN FRANCISCO,37.7833,-122.433,1500 FILLMORE ST,SAN FRANCISCO,"PRACHIMA, INC",CA,94115,null,94115,H24
ANDERSEN BAKERY,1737 POST St,120607,642,SAN FRANCISCO,37.7855,-122.43,1737 POST ST,SAN FRANCISCO,"ANDERSEN BAKERY, INC",CA,94115,14155565712,94115,H24
TAN-TAN,1825 POST St #223,779057,645,SAN FRANCISCO,37.7853,-122.432,1825 POST ST.,SAN FRANCISCO,SUMIKO & OSAJI KUSUMOTO,CA,94115,14155346260,94115,H24
BEN WAH RESTAURANT,2786 CALIFORNIA St,375933,726,SAN FRANCISCO,37.7881,-122.44,358 8TH AVE,SF,RUO LIAN GUAN & JING MIN GUAN,CA,94118,null,94115,H25
Geary Drive In,2500 GEARY Blvd,72249,1135,SAN FRANCISCO,37.7828,-122.445,2500 GEARY BLVD,SAN FRANCISCO,FANNOUN ANTOINE & J R,CA,94115,null,94115,H24
TULLY'S  COFFEE,2455 FILLMORE St,326853,1186,SF,37.7921,-122.435,2455 FILLMORE STREET,SAN FRANCISCO,SPINELLI COFFEE COMPANY INC.,CA,94108,null,94115,H24
"LA MEDITERRANEE I, INC.",2210 FILLMORE St,913071,1322,SAN FRANCISCO,37.79,-122.434,2210 FILLMORE ST,SAN FRANCISCO,"LA MEDITERRANEE I, INC.",CA,94115,null,94115,H24
STARBUCKS COFFEE CO.,1750 DIVISADERO St,911744,1359,SF,37.7859,-122.44,1750 DIVISADERO ST,SF,STARBUCKS COFFEE CO.,CA,94115,null,94115,H24
MIFUNE DON,22 PEACE PLAZA  275,314685,1427,SF,37.785,-122.43,"22 PEACE PLAZA, #275",SF,"Osaka Eiko, Inc",CA,94115,14155341993,94115,H24
KISS SEAFOOD,1708 LAGUNA St,325110,1454,S.F.,37.7868,-122.428,"1521 Sutter St., #202",S.F.,"NAKAGAWA, TAKAO",CA,94109,null,94115,H24
CHOUQUET'S,2500 WASHINGTON St,381675,1526,SF,37.7916,-122.435,2500 WASHINGTON ST,SF,FREMI CORP,CA,94115,null,94115,H25
TANPOPO,1740 BUCHANAN St,359500,1567,SF,37.786,-122.43,1740 BUCHANAN ST,SF,TANPOPO INC.,CA,94115,14155347132,94115,H25
CAFE MUMS,1800 SUTTER St,415437,1724,SF,37.7865,-122.43,1800 Sutter St,San Francisco,MUMS - HOME OF SHABU-SHABU INC,CA,94115,14155936986,94115,H25
FLORIO,1915 FILLMORE St,320908,1764,SF,37.7876,-122.434,1915 FILLMORE ST,SAN FRANCISCO,FLLMRE ST REST PRTNRS LP/FLORI,CA,94115,14155774300,94115,H25
Pete's Deli & Cafe,1661 Divisadero St,49983,1777,San Francisco,37.7851,-122.44,1661 Divisadero St,San Francisco,Botrus & Ferial Zaarour,CA,94115,null,94115,H25
Academy Bar & Kitchen,1800 Fillmore St,926346,1778,SF,37.7865,-122.43,1800 Fillmore St.,San Francisco,1800 Fillmore Corp.,CA,94115,14155771800,94115,H25
"CHEESE STEAK SHOP, THE",1716 Divisadero St,161245,2012,SAN FRANCISCO,37.7855,-122.44,1716 DIVISADERO STREET,SAN FRANCISCO,CHEESE STEAK SHOP INC.,CA,94115,14155343712,94115,H25
EXTREME  PIZZA,1730 FILLMORE St,932279,2016,SAN FRANCISCO,37.7857,-122.433,938 B Street,San Rafael,O.O.C. INC.,CA,94901,null,94115,H25
THE GROVE FILLMORE,2016 FILLMORE St,352667,2017,SAN FRANCISCO,37.7881,-122.434,2016 FILLMORE ST,SAN FRANCISCO,"GROVE-FILLMORE, INC",CA,94115,14155471419,94115,H25
